gse_id,level,gsm_id,file_url_or_value,looks_useful_for_expression
GSE57338,sample,GSM1379952,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379952/suppl/GSM1379952_C02130_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379953,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379953/suppl/GSM1379953_C02131_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379954,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379954/suppl/GSM1379954_C02177_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379955,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379955/suppl/GSM1379955_P01082_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379956,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379956/suppl/GSM1379956_P01163_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379957,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379957/suppl/GSM1379957_P00343_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379958,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379958/suppl/GSM1379958_P00025_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379959,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379959/suppl/GSM1379959_P00026_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379960,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379960/suppl/GSM1379960_P00038_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379961,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379961/suppl/GSM1379961_P00460_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379962,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379962/suppl/GSM1379962_C00113_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379963,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379963/suppl/GSM1379963_P00166_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379964,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379964/suppl/GSM1379964_P00176_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379965,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379965/suppl/GSM1379965_P01070_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379966,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379966/suppl/GSM1379966_C00112_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379967,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379967/suppl/GSM1379967_P01085_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379968,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379968/suppl/GSM1379968_C00142_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379969,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379969/suppl/GSM1379969_C00137_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379970,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379970/suppl/GSM1379970_C00111_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379971,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379971/suppl/GSM1379971_C00114_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379972,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379972/suppl/GSM1379972_C00047_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379973,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379973/suppl/GSM1379973_C00049_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379974,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379974/suppl/GSM1379974_C00057_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379975,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379975/suppl/GSM1379975_C00058_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379976,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379976/suppl/GSM1379976_C00067_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379977,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379977/suppl/GSM1379977_C00069_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379978,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379978/suppl/GSM1379978_C00070_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379979,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379979/suppl/GSM1379979_C00082_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379980,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379980/suppl/GSM1379980_C00084_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379981,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379981/suppl/GSM1379981_C00088_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379982,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379982/suppl/GSM1379982_C00089_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379983,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379983/suppl/GSM1379983_C00093_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379984,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379984/suppl/GSM1379984_P01287_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379985,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379985/suppl/GSM1379985_C00154_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379986,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379986/suppl/GSM1379986_C00155_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379987,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379987/suppl/GSM1379987_C00117_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379988,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379988/suppl/GSM1379988_C00140_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379989,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379989/suppl/GSM1379989_C00100_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379990,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379990/suppl/GSM1379990_C00136_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379991,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379991/suppl/GSM1379991_C00149_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379992,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379992/suppl/GSM1379992_C02064_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379993,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379993/suppl/GSM1379993_C02099_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379994,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379994/suppl/GSM1379994_C02100_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379995,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379995/suppl/GSM1379995_C02101_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379996,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379996/suppl/GSM1379996_C02104_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379997,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379997/suppl/GSM1379997_C02107_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379998,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379998/suppl/GSM1379998_C02150_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1379999,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1379nnn/GSM1379999/suppl/GSM1379999_C02152_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380000,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380000/suppl/GSM1380000_C02154_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380001,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380001/suppl/GSM1380001_C02156_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380002,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380002/suppl/GSM1380002_C02157_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380003,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380003/suppl/GSM1380003_C02158_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380004,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380004/suppl/GSM1380004_C02168_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380005,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380005/suppl/GSM1380005_C02170_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380006,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380006/suppl/GSM1380006_C02172_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380007,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380007/suppl/GSM1380007_C02174_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380008,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380008/suppl/GSM1380008_P00331_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380009,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380009/suppl/GSM1380009_P00226_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380010,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380010/suppl/GSM1380010_P00365_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380011,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380011/suppl/GSM1380011_P00325_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380012,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380012/suppl/GSM1380012_P00381_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380013,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380013/suppl/GSM1380013_P00477_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380014,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380014/suppl/GSM1380014_P00490_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380015,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380015/suppl/GSM1380015_P00497_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380016,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380016/suppl/GSM1380016_P00307_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380017,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380017/suppl/GSM1380017_P00003_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380018,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380018/suppl/GSM1380018_C02037_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380019,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380019/suppl/GSM1380019_C02193_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380020,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380020/suppl/GSM1380020_C01957_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380021,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380021/suppl/GSM1380021_P00322_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380022,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380022/suppl/GSM1380022_C02190_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380023,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380023/suppl/GSM1380023_C02038_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380024,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380024/suppl/GSM1380024_C02440_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380025,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380025/suppl/GSM1380025_C02454_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380026,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380026/suppl/GSM1380026_P01081_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380027,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380027/suppl/GSM1380027_P01121_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380028,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380028/suppl/GSM1380028_P01050_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380029,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380029/suppl/GSM1380029_P01012_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380030,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380030/suppl/GSM1380030_P01064_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380031,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380031/suppl/GSM1380031_P01194_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380032,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380032/suppl/GSM1380032_P01075_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380033,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380033/suppl/GSM1380033_P01118_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380034,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380034/suppl/GSM1380034_P01141_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380035,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380035/suppl/GSM1380035_P01072_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380036,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380036/suppl/GSM1380036_P01108_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380037,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380037/suppl/GSM1380037_P01019_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380038,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380038/suppl/GSM1380038_P01179_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380039,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380039/suppl/GSM1380039_P01055_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380040,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380040/suppl/GSM1380040_P00043_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380041,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380041/suppl/GSM1380041_P00059_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380042,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380042/suppl/GSM1380042_P00062_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380043,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380043/suppl/GSM1380043_P00069_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380044,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380044/suppl/GSM1380044_P00073_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380045,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380045/suppl/GSM1380045_P00080_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380046,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380046/suppl/GSM1380046_P00082_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380047,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380047/suppl/GSM1380047_P00086_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380048,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380048/suppl/GSM1380048_P00090_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380049,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380049/suppl/GSM1380049_P00092_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380050,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380050/suppl/GSM1380050_P00093_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380051,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380051/suppl/GSM1380051_P00115_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380052,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380052/suppl/GSM1380052_P00116_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380053,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380053/suppl/GSM1380053_P00127_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380054,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380054/suppl/GSM1380054_P00130_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380055,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380055/suppl/GSM1380055_P00134_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380056,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380056/suppl/GSM1380056_P00136_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380057,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380057/suppl/GSM1380057_P00140_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380058,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380058/suppl/GSM1380058_P00141_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380059,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380059/suppl/GSM1380059_P00143_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380060,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380060/suppl/GSM1380060_P00145_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380061,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380061/suppl/GSM1380061_P00146_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380062,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380062/suppl/GSM1380062_P00147_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380063,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380063/suppl/GSM1380063_P00149_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380064,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380064/suppl/GSM1380064_P00150_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380065,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380065/suppl/GSM1380065_P00153_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380066,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380066/suppl/GSM1380066_P00158_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380067,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380067/suppl/GSM1380067_P00162_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380068,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380068/suppl/GSM1380068_P00177_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380069,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380069/suppl/GSM1380069_P00187_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380070,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380070/suppl/GSM1380070_P00201_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380071,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380071/suppl/GSM1380071_P00202_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380072,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380072/suppl/GSM1380072_P00204_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380073,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380073/suppl/GSM1380073_P00206_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380074,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380074/suppl/GSM1380074_P00207_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380075,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380075/suppl/GSM1380075_P00208_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380076,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380076/suppl/GSM1380076_P00123_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380077,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380077/suppl/GSM1380077_P00215_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380078,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380078/suppl/GSM1380078_P00227_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380079,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380079/suppl/GSM1380079_P00228_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380080,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380080/suppl/GSM1380080_P00229_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380081,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380081/suppl/GSM1380081_P00234_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380082,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380082/suppl/GSM1380082_P00245_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380083,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380083/suppl/GSM1380083_P00251_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380084,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380084/suppl/GSM1380084_P00265_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380085,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380085/suppl/GSM1380085_P00268_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380086,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380086/suppl/GSM1380086_P00271_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380087,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380087/suppl/GSM1380087_P00273_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380088,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380088/suppl/GSM1380088_P00283_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380089,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380089/suppl/GSM1380089_P00286_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380090,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380090/suppl/GSM1380090_P00290_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380091,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380091/suppl/GSM1380091_P00292_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380092,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380092/suppl/GSM1380092_P00296_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380093,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380093/suppl/GSM1380093_P00302_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380094,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380094/suppl/GSM1380094_P00308_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380095,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380095/suppl/GSM1380095_P00317_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380096,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380096/suppl/GSM1380096_P00319_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380097,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380097/suppl/GSM1380097_P00323_HuGene1.1ST.CEL.gz,True
GSE57338,sample,GSM1380098,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1380nnn/GSM1380098/suppl/GSM1380098_P00337_HuGene1.1ST.CEL.gz,True
